基隆舊站逐時潮位觀測資料
位置：基隆港
儀器型式：
基準面相對KP:
yyyymmddhh：西元年月日時
height：潮位
潮高單位：公厘；潮高空白或時間不連續，表示缺觀測資料。
時間：民國69年1月－民國69年12月
**************************
*st    yyyymmddhh height
1512   1980080811   860 Q
1512   1980080812   720 Q
1512   1980080813   640 Q
1512   1980080814   610 Q
1512   1980080815   630 Q
1512   1980080816   750 Q
1512   1980080817   920 Q
1512   1980080818  1070 Q
1512   1980080819  1240 Q
1512   1980080820  1400 Q
1512   1980080821  1480 Q
1512   1980080822  1480 Q
1512   1980080823  1420 Q
1512   1980080900  1300 Q
1512   1980080901  1200 Q
1512   1980080902  1150 Q
1512   1980080903  1120 Q
1512   1980080904  1150 Q
1512   1980080905  1190 Q
1512   1980080906  1230 Q
1512   1980080907  1260 Q
1512   1980080908  1250 Q
1512   1980080909  1200 Q
1512   1980080910  1120 Q
1512   1980080911   920 Q
1512   1980080912   790 Q
1512   1980080913   640 Q
1512   1980080914   580 Q
1512   1980080915   580 Q
1512   1980080916   660 Q
1512   1980080917   820 Q
1512   1980080918   980 Q
1512   1980080919  1120 Q
1512   1980080920  1290 Q
1512   1980080921  1410 Q
1512   1980080922  1450 Q
1512   1980080923  1430 Q
1512   1980081000  1360 Q
1512   1980081001  1230 Q
1512   1980081002  1160 Q
1512   1980081003  1130 Q
1512   1980081004  1140 Q
1512   1980081005  1170 Q
1512   1980081006  1210 Q
1512   1980081007  1240 Q
1512   1980081008  1270 Q
1512   1980081009  1240 Q
1512   1980081010  1170 Q
1512   1980081011  1050 Q
1512   1980081012   890 Q
1512   1980081013   710 Q
1512   1980081014   600 Q
1512   1980081015   570 Q
1512   1980081016   610 Q
1512   1980081017   700 Q
1512   1980081018   870 Q
1512   1980081019  1010 Q
1512   1980081020  1130 Q
1512   1980081021  1290 Q
1512   1980081022  1380 Q
1512   1980081023  1400 Q
1512   1980081100  1350 Q
1512   1980081101  1240 Q
1512   1980081102  1140 Q
1512   1980081103  1110 Q
1512   1980081104  1110 Q
1512   1980081105  1140 Q
1512   1980081106  1170 Q
1512   1980081107  1190 Q
1512   1980081108  1210 Q
1512   1980081109  1240 Q
1512   1980081110  1200 Q
1512   1980081111  1120 Q
1512   1980081112   980 Q
1512   1980081113   800 Q
1512   1980081114   650 Q
1512   1980081115   600 Q
1512   1980081116   610 Q
1512   1980081117   680 Q
1512   1980081118   780 Q
1512   1980081119   920 Q
1512   1980081120  1050 Q
1512   1980081121  1180 Q
1512   1980081122  1310 Q
1512   1980081123  1350 Q
1512   1980081200  1330 Q
1512   1980081201  1250 Q
1512   1980081202  1150 Q
1512   1980081203  1080 Q
1512   1980081204  1060 Q
1512   1980081205  1080 Q
1512   1980081206  1120 Q
1512   1980081207  1160 Q
1512   1980081208  1190 Q
1512   1980081209  1220 Q
1512   1980081210  1210 Q
1512   1980081211  1170 Q
1512   1980081212  1070 Q
1512   1980081213   940 Q
1512   1980081214   770 Q
1512   1980081215   670 Q
1512   1980081216   640 Q
1512   1980081217   660 Q
1512   1980081218   770 Q
1512   1980081219   870 Q
1512   1980081220  1000 Q
1512   1980081221  1120 Q
1512   1980081222  1240 Q
1512   1980081223  1320 Q
1512   1980081300  1340 Q
1512   1980081301  1300 Q
1512   1980081302  1190 Q
1512   1980081303  1080 Q
1512   1980081304  1020 Q
1512   1980081305  1000 Q
1512   1980081306  1030 Q
1512   1980081307  1080 Q
1512   1980081308  1130 Q
1512   1980081309  1170 Q
1512   1980081310  1210 Q
1512   1980081311  1200 Q
1512   1980081312  1140 Q
1512   1980081313  1050 Q
1512   1980081314   910 Q
1512   1980081315   770 Q
1512   1980081316   720 Q
1512   1980081317   710 Q
1512   1980081318   750 Q
1512   1980081319   860 Q
1512   1980081320   980 Q
1512   1980081321  1090 Q
1512   1980081322  1200 Q
1512   1980081323  1310 Q
1512   1980081400  1370 Q
1512   1980081401  1360 Q
1512   1980081402  1270 Q
1512   1980081403  1160 Q
1512   1980081404  1080 Q
1512   1980081405  1040 Q
1512   1980081406  1050 Q
1512   1980081407  1080 Q
1512   1980081408  1120 Q
1512   1980081409  1190 Q
1512   1980081410  1220 Q
1512   1980081411  1240 Q
1512   1980081412  1230 Q
1512   1980081413  1170 Q
1512   1980081414  1060 Q
1512   1980081415   930 Q
1512   1980081416   840 Q
1512   1980081417   790 Q
1512   1980081418   800 Q
1512   1980081419   860 Q
1512   1980081420   960 Q
1512   1980081421  1050 Q
1512   1980081422  1140 Q
1512   1980081423  1230 Q
1512   1980081500  1300 Q
1512   1980081501  1330 Q
1512   1980081502  1290 Q
1512   1980081503  1190 Q
1512   1980081504  1070 Q
1512   1980081505  1000 Q
1512   1980081506  1020 Q
1512   1980081507  1030 Q
1512   1980081508  1000 Q
1512   1980081509  1030 Q
1512   1980081510  1080 Q
1512   1980081511  1130 Q
1512   1980081512  1170 Q
1512   1980081513  1150 Q
1512   1980081514  1090 Q
1512   1980081515  1000 Q
1512   1980081516   900 Q
1512   1980081517   840 Q
1512   1980081518   830 Q
1512   1980081519   860 Q
1512   1980081520   900 Q
1512   1980081521   980 Q
1512   1980081522  1040 Q
1512   1980081523  1120 Q
1512   1980081600  1230 Q
1512   1980081601  1270 Q
1512   1980081602  1270 Q
1512   1980081603  1210 Q
1512   1980081604  1120 Q
1512   1980081605  1010 Q
1512   1980081606   950 Q
1512   1980081607   940 Q
1512   1980081608   940 Q
1512   1980081609   970 Q
1512   1980081610  1020 Q
1512   1980081611  1080 Q
1512   1980081612  1130 Q
1512   1980081613  1180 Q
1512   1980081614  1180 Q
1512   1980081615  1140 Q
1512   1980081616  1050 Q
1512   1980081617   980 Q
1512   1980081618   940 Q
1512   1980081619   940 Q
1512   1980081620   960 Q
1512   1980081621   980 Q
1512   1980081622  1050 Q
1512   1980081623  1130 Q
1512   1980081700  1200 Q
1512   1980081701  1270 Q
1512   1980081702  1290 Q
1512   1980081703  1270 Q
1512   1980081704  1190 Q
1512   1980081705  1060 Q
1512   1980081706   990 Q
1512   1980081707   930 Q
1512   1980081708   900 Q
1512   1980081709   910 Q
1512   1980081710   960 Q
1512   1980081711  1010 Q
1512   1980081712  1070 Q
1512   1980081713  1130 Q
1512   1980081714  1190 Q
1512   1980081715  1210 Q
1512   1980081716  1170 Q
1512   1980081717  1100 Q
1512   1980081718  1020 Q
1512   1980081719  1000 Q
1512   1980081720   980 Q
1512   1980081721   990 Q
1512   1980081722  1020 Q
1512   1980081723  1070 Q
1512   1980081800  1130 Q
1512   1980081801  1200 Q
1512   1980081802  1240 Q
1512   1980081803  1230 Q
1512   1980081804  1190 Q
1512   1980081805  1100 Q
1512   1980081806  1000 Q
1512   1980081807   920 Q
1512   1980081808   860 Q
1512   1980081809   800 Q
1512   1980081810   840 Q
1512   1980081811   900 Q
1512   1980081812   970 Q
1512   1980081813  1050 Q
1512   1980081814  1130 Q
1512   1980081815  1190 Q
1512   1980081816  1200 Q
1512   1980081817  1170 Q
1512   1980081818  1100 Q
1512   1980081819  1070 Q
1512   1980081820  1040 Q
1512   1980081821  1020 Q
1512   1980081822  1010 Q
1512   1980081823  1030 Q
1512   1980081900  1070 Q
1512   1980081901  1150 Q
1512   1980081902  1200 Q
1512   1980081903  1220 Q
1512   1980081904  1210 Q
1512   1980081905  1140 Q
1512   1980081906  1030 Q
1512   1980081907   940 Q
1512   1980081908   840 Q
1512   1980081909   770 Q
1512   1980081910   730 Q
1512   1980081911   760 Q
1512   1980081912   850 Q
1512   1980081913   950 Q
1512   1980081914  1040 Q
1512   1980081915  1140 Q
1512   1980081916  1210 Q
1512   1980081917  1230 Q
1512   1980081918  1210 Q
1512   1980081919  1150 Q
1512   1980081920  1090 Q
1512   1980081921  1040 Q
1512   1980081922  1010 Q
1512   1980081923  1000 Q
1512   1980082000  1020 Q
1512   1980082001  1070 Q
1512   1980082002  1120 Q
1512   1980082003  1160 Q
1512   1980082004  1180 Q
1512   1980082005  1160 Q
1512   1980082006  1090 Q
1512   1980082007   990 Q
1512   1980082008   890 Q
1512   1980082009   790 Q
1512   1980082010   690 Q
1512   1980082011   670 Q
1512   1980082012   700 Q
1512   1980082013   790 Q
1512   1980082014   930 Q
1512   1980082015  1030 Q
1512   1980082016  1150 Q
1512   1980082017  1240 Q
1512   1980082018  1280 Q
1512   1980082019  1290 Q
1512   1980082020  1220 Q
1512   1980082021  1150 Q
1512   1980082022  1110 Q
1512   1980082023  1070 Q
1512   1980082100  1050 Q
1512   1980082101  1060 Q
1512   1980082102  1090 Q
1512   1980082103  1140 Q
1512   1980082104  1180 Q
1512   1980082105  1200 Q
1512   1980082106  1170 Q
1512   1980082107  1080 Q
1512   1980082108   980 Q
1512   1980082109   850 Q
1512   1980082110   750 Q
1512   1980082111   680 Q
1512   1980082112   660 Q
1512   1980082113   700 Q
1512   1980082114   820 Q
1512   1980082115   950 Q
1512   1980082116  1090 Q
1512   1980082117  1220 Q
1512   1980082118  1310 Q
1512   1980082119  1360 Q
1512   1980082120  1360 Q
1512   1980082121  1290 Q
1512   1980082122  1200 Q
1512   1980082123  1140 Q
1512   1980082200  1090 Q
1512   1980082201  1060 Q
1512   1980082202  1070 Q
1512   1980082203  1120 Q
1512   1980082204  1160 Q
1512   1980082205  1180 Q
1512   1980082206  1190 Q
1512   1980082207  1150 Q
1512   1980082208  1080 Q
1512   1980082209   950 Q
1512   1980082210   790 Q
1512   1980082211   670 Q
1512   1980082212   590 Q
1512   1980082213   590 Q
1512   1980082214   660 Q
1512   1980082215   800 Q
1512   1980082216   950 Q
1512   1980082217  1100 Q
1512   1980082218  1240 Q
1512   1980082219  1340 Q
1512   1980082220  1400 Q
1512   1980082221  1370 Q
1512   1980082222  1290 Q
1512   1980082223  1200 Q
1512   1980082300  1140 Q
1512   1980082301  1090 Q
1512   1980082302  1070 Q
1512   1980082303  1080 Q
1512   1980082304  1130 Q
1512   1980082305  1170 Q
1512   1980082306  1190 Q
1512   1980082307  1180 Q
1512   1980082308  1140 Q
1512   1980082309  1030 Q
1512   1980082310   890 Q
1512   1980082311   720 Q
1512   1980082312   600 Q
1512   1980082313   550 Q
1512   1980082314   550 Q
1512   1980082315   670 Q
1512   1980082316   830 Q
1512   1980082317  1000 Q
1512   1980082318  1130 Q
1512   1980082319  1300 Q
1512   1980082320  1380 Q
1512   1980082321  1410 Q
1512   1980082322  1370 Q
1512   1980082323  1280 Q
1512   1980082400  1160 Q
1512   1980082401  1110 Q
1512   1980082402  1080 Q
1512   1980082403  1080 Q
1512   1980082404  1120 Q
1512   1980082405  1160 Q
1512   1980082406  1200 Q
1512   1980082407  1210 Q
1512   1980082408  1180 Q
1512   1980082409  1110 Q
1512   1980082410   990 Q
1512   1980082411   800 Q
1512   1980082412   630 Q
1512   1980082413   540 Q
1512   1980082414   510 Q
1512   1980082415   590 Q
1512   1980082416   700 Q
1512   1980082417   880 Q
1512   1980082418  1010 Q
1512   1980082419  1190 Q
1512   1980082420  1340 Q
1512   1980082421  1400 Q
1512   1980082422  1400 Q
1512   1980082423  1330 Q
1512   1980082500  1210 Q
1512   1980082501  1130 Q
1512   1980082502  1090 Q
1512   1980082503  1080 Q
1512   1980082504  1100 Q
1512   1980082505  1160 Q
1512   1980082506  1200 Q
1512   1980082507  1220 Q
1512   1980082508  1220 Q
1512   1980082509  1180 Q
1512   1980082510  1090 Q
1512   1980082511   950 Q
1512   1980082512   720 Q
1512   1980082513   560 Q
1512   1980082514   500 Q
1512   1980082515   520 Q
1512   1980082516   600 Q
1512   1980082517   770 Q
1512   1980082518   930 Q
1512   1980082519  1080 Q
1512   1980082520  1260 Q
1512   1980082521  1400 Q
1512   1980082522  1440 Q
1512   1980082523  1420 Q
1512   1980082600  1290 Q
1512   1980082601  1150 Q
1512   1980082602  1100 Q
1512   1980082603  1100 Q
1512   1980082604  1120 Q
1512   1980082605  1170 Q
1512   1980082606  1230 Q
1512   1980082607  1280 Q
1512   1980082608  1310 Q
1512   1980082609  1310 Q
1512   1980082610  1250 Q
1512   1980082611  1130 Q
1512   1980082612   940 Q
1512   1980082613   760 Q
1512   1980082614   600 Q
1512   1980082615   540 Q
1512   1980082616   600 Q
1512   1980082617   750 Q
1512   1980082618   950 Q
1512   1980082619  1110 Q
1512   1980082620  1270 Q
1512   1980082621  1400 Q
1512   1980082622  1500 Q
1512   1980082623  1510 Q
1512   1980082700  1400 Q
1512   1980082701  1250 Q
1512   1980082702  1140 Q
1512   1980082703  1080 Q
1512   1980082704  1090 Q
1512   1980082705  1160 Q
1512   1980082706  1250 Q
1512   1980082707  1310 Q
1512   1980082708  1360 Q
1512   1980082709  1430 Q
1512   1980082710  1450 Q
1512   1980082711  1370 Q
1512   1980082712  1230 Q
1512   1980082713  1010 Q
1512   1980082714   820 Q
1512   1980082715   710 Q
1512   1980082716   690 Q
1512   1980082717   800 Q
1512   1980082718   940 Q
1512   1980082719  1150 Q
1512   1980082720  1360 Q
1512   1980082721  1530 Q
1512   1980082722  1690 Q
1512   1980082723  1760 Q
1512   1980082800  1680 Q
1512   1980082801  1490 Q
1512   1980082802  1300 Q
1512   1980082803  1190 Q
1512   1980082804  1140 Q
1512   1980082805  1170 Q
1512   1980082806  1210 Q
1512   1980082807  1230 Q
1512   1980082808  1250 Q
1512   1980082809  1310 Q
1512   1980082810  1370 Q
1512   1980082811  1380 Q
1512   1980082812  1310 Q
1512   1980082813  1080 Q
1512   1980082814   980 Q
1512   1980082815   740 Q
1512   1980082816   600 Q
1512   1980082817   550 Q
1512   1980082818   650 Q
1512   1980082819   770 Q
1512   1980082820   930 Q
1512   1980082821  1120 Q
1512   1980082822  1300 Q
1512   1980082823  1430 Q
1512   1980082900  1460 Q
1512   1980082901  1400 Q
1512   1980082902  1280 Q
1512   1980082903  1100 Q
1512   1980082904   990 Q
1512   1980082905   970 Q
1512   1980082906  1000 Q
1512   1980082907  1100 Q
1512   1980082908  1170 Q
1512   1980082909  1250 Q
1512   1980082910  1330 Q
1512   1980082911  1380 Q
1512   1980082912  1390 Q
1512   1980082913  1340 Q
1512   1980082914  1180 Q
1512   1980082915   990 Q
1512   1980082916   830 Q
1512   1980082917   720 Q
1512   1980082918   720 Q
1512   1980082919   800 Q
1512   1980082920   920 Q
1512   1980082921  1020 Q
1512   1980082922  1120 Q
1512   1980082923  1250 Q
1512   1980083000  1340 Q
1512   1980083001  1340 Q
1512   1980083002  1260 Q
1512   1980083003  1130 Q
1512   1980083004   970 Q
1512   1980083005   870 Q
1512   1980083006   830 Q
1512   1980083007   860 Q
1512   1980083008   940 Q
1512   1980083009  1050 Q
1512   1980083010  1130 Q
1512   1980083011  1200 Q
1512   1980083012  1270 Q
1512   1980083013  1300 Q
1512   1980083014  1280 Q
1512   1980083015  1170 Q
1512   1980083016  1010 Q
1512   1980083017   900 Q
1512   1980083018   850 Q
1512   1980083019   830 Q
1512   1980083020   880 Q
1512   1980083021   950 Q
1512   1980083022  1020 Q
1512   1980083023  1130 Q
1512   1980083100  1220 Q
1512   1980083101  1270 Q
1512   1980083102  1250 Q
1512   1980083103  1150 Q
1512   1980083104  1010 Q
1512   1980083105   870 Q
1512   1980083106   760 Q
1512   1980083107   720 Q
1512   1980083108   750 Q
1512   1980083109   850 Q
1512   1980083110   950 Q
1512   1980083111  1030 Q
1512   1980083112  1140 Q
1512   1980083113  1240 Q
1512   1980083114  1320 Q
1512   1980083115  1320 Q
1512   1980083116  1240 Q
1512   1980083117  1130 Q
1512   1980083118  1040 Q
1512   1980083119   990 Q
1512   1980083120   960 Q
1512   1980083121   980 Q
1512   1980083122  1050 Q
1512   1980083123  1120 Q
1512   1980090100  1180 Q
1512   1980090101  1250 Q
1512   1980090102  1280 Q
1512   1980090103  1250 Q
1512   1980090104  1130 Q
1512   1980090105   990 Q
1512   1980090106   860 Q
1512   1980090107   760 Q
1512   1980090108   680 Q
1512   1980090109   700 Q
1512   1980090110   780 Q
1512   1980090111   880 Q
1512   1980090112   980 Q
1512   1980090113  1100 Q
1512   1980090114  1220 Q
1512   1980090115  1320 Q
1512   1980090116  1340 Q
1512   1980090117  1300 Q
1512   1980090118  1210 Q
1512   1980090119  1140 Q
1512   1980090120  1070 Q
1512   1980090121  1020 Q
1512   1980090122  1020 Q
1512   1980090123  1080 Q
1512   1980090200  1140 Q
1512   1980090201  1190 Q
1512   1980090202  1240 Q
1512   1980090203  1280 Q
1512   1980090204  1240 Q
1512   1980090205  1140 Q
1512   1980090206   970 Q
1512   1980090207   860 Q
1512   1980090208   740 Q
1512   1980090209   650 Q
1512   1980090210   640 Q
1512   1980090211   700 Q
1512   1980090212   830 Q
1512   1980090213   960 Q
1512   1980090214  1100 Q
1512   1980090215  1240 Q
1512   1980090216  1370 Q
1512   1980090217  1410 Q
1512   1980090218  1360 Q
1512   1980090219  1300 Q
1512   1980090220  1220 Q
1512   1980090221  1140 Q
1512   1980090222  1080 Q
1512   1980090223  1050 Q
1512   1980090300  1070 Q
1512   1980090301  1120 Q
1512   1980090302  1180 Q
1512   1980090303  1230 Q
1512   1980090304  1250 Q
1512   1980090305  1220 Q
1512   1980090306  1120 Q
1512   1980090307   980 Q
1512   1980090308   860 Q
1512   1980090309   730 Q
1512   1980090310   650 Q
1512   1980090311   610 Q
1512   1980090312   670 Q
1512   1980090313   770 Q
1512   1980090314   930 Q
1512   1980090315  1060 Q
1512   1980090316  1210 Q
1512   1980090317  1360 Q
1512   1980090318  1430 Q
1512   1980090319  1420 Q
1512   1980090320  1350 Q
1512   1980090321  1250 Q
1512   1980090322  1150 Q
1512   1980090323  1080 Q
1512   1980090400  1040 Q
1512   1980090401  1050 Q
1512   1980090402  1090 Q
1512   1980090403  1150 Q
1512   1980090404  1180 Q
1512   1980090405  1200 Q
1512   1980090406  1170 Q
1512   1980090407  1110 Q
1512   1980090408   970 Q
1512   1980090409   810 Q
1512   1980090410   700 Q
1512   1980090411   610 Q
